区コード,ＮＯ,都道府県名,市町村名,名称,名称＿カナ,医療機関の種類,住所,方書,緯度,経度,電話番号,法人の名称,診療科目,病床数,備考
1101,201105207,北海道,札幌市,仁和堂内科クリニック,ニンナドウナイカクリニック,無床診療所,北海道札幌市中央区南1条西5丁目,愛生館ビル3F,43.058751,141.350113,011-207-0017,,内;皮,0,
1101,201111651,北海道,札幌市,公益財団法人パブリックヘルスリサーチセンター北海道支部札幌商工診療所,コウエキザイダンホウジンパブリックヘルスリサーチセンターホッカイドウシブサッポロショウコウシンリョウジョ,無床診療所,北海道札幌市中央区南1条西5丁目15-2,,43.058887,141.350063,011-551-8801,公益財団法人パブリックヘルスリサーチセンター,内;婦,0,
1101,201113958,北海道,札幌市,アイルこころのクリニック,アイルココロノクリニック,無床診療所,北海道札幌市中央区南1条西6丁目11,札幌北辰ビル1F,43.058876,141.349029,011-218-5561,,精;心内,0,
1101,201108598,北海道,札幌市,ハートロッジメンタルクリニック,ハートロッジメンタルクリニック,無床診療所,北海道札幌市中央区南1条西6丁目11,札幌北辰ビル9階,43.058876,141.349029,011-218-8877,,心内;精;神内,0,
1101,201107416,北海道,札幌市,医療法人社団たきうち整形外科スポーツクリニック,イリョウホウジンシャダンタキウチセイケイゲカスポーツクリニック,無床診療所,北海道札幌市中央区南1条西6丁目11番地,札幌北辰ビル2階,43.058876,141.349029,011-241-8405,医療法人社団たきうち整形外科スポーツクリニック,整;リハ,0,
1101,201113150,北海道,札幌市,大通り乳腺・甲状腺クリニック,オオドオリニュウセン・コウジョウセンクリニック,無床診療所,北海道札幌市中央区南1条西6丁目11,札幌北辰ビル1階,43.058876,141.349029,011-200-2000,,乳外;内分泌外科,0,
1101,201106679,北海道,札幌市,HIV抗体検査室・相談室サークルさっぽろ,エイチアイブイコウタイケンサシツ・ソウダンシツサークルサッポロ,無床診療所,北海道札幌市中央区南1条西6丁目4番19,旭川信金ビル7階,43.058265,141.348577,011-251-0396,社会福祉法人はばたき福祉事業団,内,0,
1101,201101384,北海道,札幌市,札幌マタニティ・ウイメンズ南一条クリニック,サッポロマタニティ・ウイメンズミナミイチジョウクリニック,無床診療所,北海道札幌市中央区南1条西6丁目,MAビル4F,43.05854,141.348743,011-208-1880,医療法人明日葉会,産;婦,0,
1101,201015267,北海道,札幌市,ニドークリニック札幌,ニドークリニックサッポロ,無床診療所,北海道札幌市中央区南1条西6丁目,札幌北辰ビル7F,43.05854,141.348743,011-281-0210,,美,0,
1101,201108006,北海道,札幌市,Azクリニック札幌院,エーゼットクリニックサッポロイン,無床診療所,北海道札幌市中央区南1条西7丁目1番地5,南1西7ビル2階,43.05809,141.347546,011-210-6655,,美;皮,0,
1101,201106611,北海道,札幌市,椿診療所,ツバキシンリョウショ,無床診療所,北海道札幌市中央区南1条西10丁目3番地,南1条道銀ビル1階,43.057376,141.342858,011-281-0808,,内;外;皮;整;消内;乳腺外科,0,
1101,201109814,北海道,札幌市,医療法人社団正心会岡本中央メンタルクリニック,イリョウホウジンシャダンセイシンカイオカモトチュウオウメンタルクリニック,無床診療所,北海道札幌市中央区南1条西10丁目3番地,南1条道銀ビル1階,43.057376,141.342858,011-261-0110,医療法人社団正心会,精;心内,0,
1101,201103030,北海道,札幌市,勤医協札幌クリニック,キンイキョウサッポロクリニック,無床診療所,北海道札幌市中央区南1条西10丁目6,タイムスビル5F,43.057234,141.341894,011-221-3415,公益社団法人北海道勤労者医療協会,内,0,
1101,201011966,北海道,札幌市,医療法人社団高橋皮膚科医院,イリョウホウジンシャダンタカハシヒフカイイン,無床診療所,北海道札幌市中央区南1条西10丁目,タイムビル3階,43.057456,141.34208,011-231-1821,医療法人社団高橋皮膚科医院,皮,0,
1101,201113118,北海道,札幌市,かんわ心療クリニック,カンワシンリョウクリニック,無床診療所,北海道札幌市中央区南1条西11丁目1番312号,コンチネンタルWEST・Sビル4階,43.057506,141.340103,011-280-8222,,心内;精;精神腫瘍科,0,
1101,201103942,北海道,札幌市,札幌中央ファミリークリニック,サッポロチュウオウファミリークリニック,無床診療所,北海道札幌市中央区南1条西11丁目327,ワンズ南一条ビル6階,43.056937,141.340283,011-272-3455,,内;神内,0,
1101,201109915,北海道,札幌市,四季メンタルクリニック,シキメンタルクリニック,無床診療所,北海道札幌市中央区南1条西11丁目327-6,ワンズ南一条ビル4F,43.056937,141.340283,011-209-7111,,精;心内,0,
1101,201108396,北海道,札幌市,とも耳鼻科クリニック,トモジビカクリニック,無床診療所,北海道札幌市中央区南1条西16丁目1番地246,ANNEXレーベンビル2階3階,43.05657,141.333011,011-616-2000,医療法人花音,耳,0,
1101,201109667,北海道,札幌市,医療法人札幌静脈瘤クリニック,イリョウホウジンサッポロジョウミャクリュウクリニック,無床診療所,北海道札幌市中央区南1条西16丁目1番地246,ANNEXレーベンビル4F,43.05657,141.333011,011-688-5671,医療法人札幌静脈瘤クリニック,外,0,
1101,201110928,北海道,札幌市,医療法人社団さっぽろ小児内分泌クリニック,イリョウホウジンシャダンサッポロショウニナイブンピツクリニック,無床診療所,北海道札幌市中央区南1条西16丁目1-246,ANNEXレーベンビル3階,43.05657,141.333011,011-688-7080,医療法人社団さっぽろ小児内分泌クリニック,小;内分泌・糖尿病小児科,0,
1101,201112342,北海道,札幌市,Sudaskincareclinic,スダスキンケアクリニック,無床診療所,北海道札幌市中央区南1条西16丁目1-246,ANNEXレーベンビル5階,43.05657,141.333011,011-622-3232,医療法人社団Sudaskincareclinic,美容皮膚科;形;皮,0,
1101,201100505,北海道,札幌市,医療法人札幌会岩澤クリニック,イリョウホウジンサッポロカイイワサワクリニック,無床診療所,北海道札幌市中央区南1条西16丁目,レーベンビル2F,43.05607,141.33287,011-613-6000,医療法人札幌会岩澤クリニック,泌,0,
1101,201100215,北海道,札幌市,南1条メンタルクリニック,ミナミイチジョウメンタルクリニック,無床診療所,北海道札幌市中央区南1条西16丁目,レーベンビル3階,43.05607,141.33287,011-613-1025,,心内;精;神,0,
1101,201103939,北海道,札幌市,医療法人糖生会大通り内科クリニック,イリョウホウジントウセイカイオオドオリナイカクリニック,無床診療所,北海道札幌市中央区南1条西16丁目,レーベンビル4階,43.05607,141.33287,011-632-8500,医療法人糖生会大通り内科クリニック,内;糖尿病内科,0,
1101,201105438,北海道,札幌市,医療法人静脈瘤クリニック・村木外科,イリョウホウジンジョウミャクリュウクリニック・ムラキゲカ,無床診療所,北海道札幌市中央区南1条西16丁目1番245,レーベンビル5F,43.056637,141.333223,011-633-5888,医療法人静脈瘤クリニック・村木外科,外,0,
1101,201110670,北海道,札幌市,西大通り麻酔クリニック,ニシオオドオリマスイクリニック,無床診療所,北海道札幌市中央区南1条西16丁目1番285,ノートルKYビル502号室,43.056773,141.333481,011-614-8707,医療法人西大通り麻酔クリニック,麻,0,
1101,201102613,北海道,札幌市,医療法人財団老蘇会静明館診療所,イリョウホウジンザイダンロウソカイセイメイカンシンリョウジョ,無床診療所,北海道札幌市中央区南1条西23丁目1-5-901号,,43.055653,141.32299,011-622-5212,医療法人財団老蘇会,内;神内,0,
1101,201102251,北海道,札幌市,医療法人社団小泉皮膚科クリニック,イリョウホウジンシャダンコイズミヒフカクリニック,無床診療所,北海道札幌市中央区南1条西27丁目1-41,,43.055064,141.317046,011-632-8484,医療法人社団小泉皮膚科クリニック,皮,0,
1101,201102264,北海道,札幌市,医療法人社団小泉呼吸器科・内科クリニック,イリョウホウジンシャダンコイズミコキュウキカ・ナイカクリニック,無床診療所,北海道札幌市中央区南1条西27丁目1-41,,43.055064,141.317046,011-632-8881,医療法人社団小泉呼吸器科・内科クリニック,内;呼;アレ,0,
1101,201104503,北海道,札幌市,医療法人社団平林メンタルクリニック,イリョウホウジンシャダンヒラバヤシメンタルクリニック,無床診療所,北海道札幌市中央区南1条東1丁目,大通バスセンタービル1号館3階,43.060193,141.358068,011-200-7630,医療法人社団平林メンタルクリニック,精;神,0,
1101,201012501,北海道,札幌市,中川胃腸科クリニック,ナカガワイチョウカクリニック,無床診療所,北海道札幌市中央区南1条東1丁目,大通バスターミナルビル8F,43.060193,141.358068,011-271-1625,,胃,0,
1101,201113222,北海道,札幌市,札幌そうせいイーストクリニック,サッポロソウセイイーストクリニック,無床診療所,北海道札幌市中央区南1条東1丁目3番地,パークイースト札幌5階,43.060309,141.357901,011-233-0701,医療法人社団地域医療開発研究会,循内;糖尿病内科,0,
1101,201113323,北海道,札幌市,創成こころのクリニック,ソウセイココロノクリニック,無床診療所,北海道札幌市中央区南1条東2丁目5-1,MIIビル3階,43.060584,141.358831,011-252-3030,,精;心内,0,
1101,201110582,北海道,札幌市,札幌こころの診療所,サッポロココロノシンリョウジョ,無床診療所,北海道札幌市中央区南1条東2丁目6番地,大通バスセンタービル2号館5階,43.060734,141.358467,011-218-8888,医療法人社団花水木,精;児童精神科,0,
1101,201014534,北海道,札幌市,公益財団法人北海道労働保健管理協会札幌総合健診センター,コウエキザイダンホウジンホッカイドウロウドウホケンカンリキョウカイサッポロソウゴウケンシンセンター,無床診療所,北海道札幌市中央区南2条西2丁目18-1,NBF札幌南二条ビル,43.058643,141.355385,011-222-0710,公益財団法人北海道労働保健管理協会,内,0,
1101,201113828,北海道,札幌市,レジーナクリニック札幌院,レジーナクリニックサッポロイン,無床診療所,北海道札幌市中央区南2条西2丁目24番地,オカダビル6階,43.058601,141.355579,011-596-0956,,美容皮膚科,0,
1101,201108136,北海道,札幌市,桜井内科・胃腸内科,サクライナイカ・イチョウナイカ,無床診療所,北海道札幌市中央区南2条西3丁目12番5号,FCビル南2条8階,43.058204,141.353862,011-511-8585,,内;胃;放,0,
1101,201014707,北海道,札幌市,医療法人社団林レディースクリニック,イリョウホウジンシャダンハヤシレディースクリニック,無床診療所,北海道札幌市中央区南2条西3丁目,エルセントロ札幌3F,43.057965,141.353737,011-206-3050,医療法人社団林レディースクリニック,内;婦,0,
1101,201012699,北海道,札幌市,内藤皮膚科クリニック,ナイトウヒフカクリニック,無床診療所,北海道札幌市中央区南2条西3丁目,札信ビル6F,43.057965,141.353737,011-231-2573,,外;皮;泌,0,"休止
H18.5.10～"
1101,201106770,北海道,札幌市,さくら眼科医院,サクラガンカイイン,無床診療所,北海道札幌市中央区南2条西4丁目11,PIVOT5階,43.058048,141.352082,011-223-8686,,眼,0,
1101,201110234,北海道,札幌市,メンタルクリニック札幌大通,メンタルクリニックサッポロオオドオリ,無床診療所,北海道札幌市中央区南2条西4丁目11番,桂和MTビル3階,43.058048,141.352082,011-205-0757,,精;心内,0,
1101,201113352,北海道,札幌市,札幌クララ美容皮膚科,サッポロクララビヨウヒフカ,無床診療所,北海道札幌市中央区南2条西4丁目11番地4,桂和MTビル5階,43.058048,141.352082,011-211-1244,医療法人社団白美会,美容皮膚科,0,
1101,201110218,北海道,札幌市,かんし眼科医院,カンシガンカイイン,無床診療所,北海道札幌市中央区南2条西4丁目12-7　,,43.05794,141.351899,011-241-2413,,眼,0,
1101,201105832,北海道,札幌市,響きの杜クリニック,ヒビキノモリクリニック,無床診療所,北海道札幌市中央区南2条西27丁目1番9号,,43.053625,141.317574,011-632-8331,医療法人響きの杜,産;婦,0,
1101,201104109,北海道,札幌市,住友生命北海道医務室,スミトモセイメイホッカイドウイムシツ,無床診療所,北海道札幌市中央区南2条東1丁目1-14,住友生命札幌中央ビル5F,43.05949,141.358265,011-222-3379,住友生命保険相互会社札幌中央支社,内,0,
1101,201100778,北海道,札幌市,医療法人社団廣仁会札幌皮膚科クリニック,イリョウホウジンシャダンコウジンカイサッポロヒフカクリニック,無床診療所,北海道札幌市中央区南3条西2丁目1-1,塚本マリオンビル5・6階,43.056901,141.356004,011-219-7777,医療法人社団廣仁会,皮,0,
1101,201100707,北海道,札幌市,医療法人社団結仁会浜田内科消化器科クリニック,イリョウホウジンシャダンユウジンカイハマダナイカショウカキカクリニック,無床診療所,北海道札幌市中央区南3条西2丁目1-1,マリオンビル4F,43.056901,141.356004,011-219-5555,医療法人社団結仁会浜田内科消化器科クリニック,消内;肝内;糖尿病内科;老年内科,0,
1101,201110700,北海道,札幌市,札幌さくらビューティークリニック,サッポロサクラビューティークリニック,無床診療所,北海道札幌市中央区南3条西3丁目8-1,エテルノビル3階8階,43.056354,141.353665,011-241-3232,医療法人社団桜光明会,美容皮膚科,0,
1101,201112241,北海道,札幌市,ストレスケアすすきのクリニック,ストレスケアススキノクリニック,無床診療所,北海道札幌市中央区南3条西3丁目10,三信ビル4階,43.056551,141.353376,011-200-6020,,精;心内,0,
1101,201100534,北海道,札幌市,大塚美容外科形成外科,オオツカビヨウゲカケイセイゲカ,無床診療所,北海道札幌市中央区南3条西3丁目,三信ビル7階,43.056818,141.353957,011-242-1611,,形;美;美皮;泌,0,
1101,201108543,北海道,札幌市,医療法人社団ねむの木クリニック,イリョウホウジンシャダンネムノキクリニック,無床診療所,北海道札幌市中央区南3条西10丁目1001番地5,福山南3条ビル6階,43.055552,141.34257,011-280-0880,医療法人社団ねむの木クリニック,内;呼内,0,
1101,201100013,北海道,札幌市,札幌市中央保健センター,サッポロシチュウオウホケンセンター,無床診療所,北海道札幌市中央区南3条西11丁目,,43.055084,141.341225,011-511-7221,札幌市,内;小;歯,0,
1101,201014938,北海道,札幌市,札幌市中央健康づくりセンター,サッポロシチュウオウケンコウヅクリセンター,無床診療所,北海道札幌市中央区南3条西11丁目331,,43.054887,141.341197,011-562-8700,財団法人さっぽろ健康スポーツ財団,内,0,
1101,201012947,北海道,札幌市,竹村クリニック,タケムラクリニック,無床診療所,北海道札幌市中央区南3条西12丁目325,,43.055357,141.339733,011-271-1811,,内;消;胃,0,
1101,201011012,北海道,札幌市,医療法人社団円山リラクリニック,イリョウホウジンシャダンマルヤマリラクリニック,無床診療所,北海道札幌市中央区南3条西21丁目2-11,,43.053781,141.325684,011-611-1366,医療法人社団円山リラクリニック,内;精;リハ,0,
1101,201010741,北海道,札幌市,医療法人社団カルナサルス,イリョウホウジンシャダンカルナサルス,無床診療所,北海道札幌市中央区南4条西6丁目12-1,,43.056349,141.35666,011-231-6100,医療法人社団カルナサルス,内,0,"休止
H15.5.8～"
1101,201012442,北海道,札幌市,医療法人社団にひら小児科医院,イリョウホウジンシャダンニヒラショウニカイイン,無床診療所,北海道札幌市中央区南4条西6丁目4,,43.054826,141.349413,011-521-1391,医療法人社団にひら小児科医院,小,0,
1101,201109218,北海道,札幌市,医大前南4条内科,イダイマエミナミヨンジョウナイカ,無床診療所,北海道札幌市中央区南4条西15丁目1-32,ほくやく南4条ビル3F,43.054057,141.334,011-521-1159,医療法人社団潮陵会,呼内;アレ,0,
1101,201011588,北海道,札幌市,ほしい小児科・整形外科,ホシイショウニカ・セイケイゲカ,無床診療所,北海道札幌市中央区南4条西16丁目,,43.05409,141.331631,011-561-2131,,小;外;整;リハ;アレ,0,
1101,201106682,北海道,札幌市,佐野内科医院,サノナイカイイン,無床診療所,北海道札幌市中央区南5条西15丁目1-6,,43.052451,141.33467,011-561-0288,,内;消内,0,
1101,201102293,北海道,札幌市,南円山内科医院,ミナミマルヤマナイカイイン,無床診療所,北海道札幌市中央区南6条西20丁目2番5号,,43.050282,141.327901,011-520-3670,,内,0,
1101,201013582,北海道,札幌市,医療法人社団杏友会リバーサイド内科循環器科クリニック,イリョウホウジンシャダンキョウユウカイリバーサイドナイカジュンカンキカクリニック,無床診療所,北海道札幌市中央区南7条西2丁目1,第2リバーサイドマンション,43.052641,141.356729,011-521-2321,医療法人社団杏友会,内;循;小,0,
1101,201011171,北海道,札幌市,内科小児科渡辺医院,ナイカショウニカワタナベイイン,無床診療所,北海道札幌市中央区南7条西6丁目,,43.051593,141.350383,011-521-0037,,内;小;放,0,"休止
H10.7.6～"
1101,201100462,北海道,札幌市,南7条クリニック,ミナミナナジョウクリニック,無床診療所,北海道札幌市中央区南7条西9丁目1024-2,,43.050874,141.344941,011-551-2121,,消;胃;外;肛;リハ;放,0,
1101,201103492,北海道,札幌市,医療法人石山通内科クリニック,イリョウホウジンイシヤマドオリナイカクリニック,無床診療所,北海道札幌市中央区南7条西11丁目1-1,,43.05129,141.341914,011-551-3337,医療法人石山通内科クリニック,内;呼;循,0,
1101,201113349,北海道,札幌市,ゆう皮ふ科スキンケアクリニック,ユウヒフカスキンケアクリニック,無床診療所,北海道札幌市中央区南7条西15丁目1-1,クレド2階,43.050515,141.334837,011-252-9751,,皮,0,
1101,201108514,北海道,札幌市,札幌こころの森クリニック,サッポロココロノモリクリニック,無床診療所,北海道札幌市中央区南7条西15丁目1番1号,クレド3階,43.050515,141.334837,011-552-0055,医療法人ライブフォレスト,精;心内,0,
1101,201107881,北海道,札幌市,中央内科医院,チュウオウナイカイイン,無床診療所,北海道札幌市中央区南7条西15丁目2番1-1号,,43.049843,141.334973,011-561-6362,医療法人社団中央博仁会,内科,0,
1101,201010679,北海道,札幌市,医療法人社団若浜医院,イリョウホウジンシャダンワカハマイイン,無床診療所,北海道札幌市中央区南7条西17丁目1-5,,43.049987,141.331515,011-561-6767,医療法人社団若浜医院,内;消内;小,0,
1101,201014635,北海道,札幌市,金森内科,カナモリナイカ,無床診療所,北海道札幌市中央区南8条西5丁目,,43.050188,141.352271,011-511-6305,,内;循,0,
1101,201013090,北海道,札幌市,本谷神経科クリニック,モトヤシンケイカクリニック,無床診療所,北海道札幌市中央区南8条西7丁目,ダイアパレス中島公園1F,43.049197,141.349374,011-521-1672,,精;神,0,
1101,201102176,北海道,札幌市,あけぼの皮フ科,アケボノヒフカ,無床診療所,北海道札幌市中央区南8条西9丁目755-28,,43.048863,141.344797,011-532-6181,,皮,0,
1101,201106464,北海道,札幌市,社会福祉法人秀寿会特別養護老人ホーム信寿園医務室,シャカイフクシホウジンシュウジュカイトクベツヨウゴロウジンホームシンジュエンイムシツ,無床診療所,北海道札幌市中央区南8条西10丁目,,43.049057,141.343344,011-552-3003,社会福祉法人秀寿会,内,0,
1101,201010653,北海道,札幌市,医療法人社団高木医院,イリョウホウジンシャダンタカギイイン,無床診療所,北海道札幌市中央区南8条西18丁目1-15,,43.048671,141.32876,011-561-0019,医療法人社団高木医院,アレ;耳,0,
1101,201014592,北海道,札幌市,医療法人社団旭山内科クリニック,イリョウホウジンシャダンアサヒヤマナイカクリニック,無床診療所,北海道札幌市中央区南8条西24丁目2-11,,43.046346,141.323413,011-552-3666,医療法人社団旭山内科クリニック,内;循;小,0,
1101,201102570,北海道,札幌市,障害者支援施設つばさ医務室,ショウガイシャシエンシセツツバサイムシツ,無床診療所,北海道札幌市中央区南8条西26丁目1-2,,43.045738,141.320641,011-531-5000,社会福祉法人札幌恵友会,内,0,
1101,201102567,北海道,札幌市,特別養護老人ホームたんぽぽの丘医務室,トクベツヨウゴロウジンホームタンポポノオカイムシツ,無床診療所,北海道札幌市中央区南8条西26丁目1-2,,43.045738,141.320641,011-531-5000,社会福祉法人札幌恵友会,内,0,
1101,201105294,北海道,札幌市,医療法人社団吉田眼科,イリョウホウジンシャダンヨシダガンカ,無床診療所,北海道札幌市中央区南9条西6丁目1-22,,43.048077,141.350055,011-511-6561,医療法人社団吉田眼科,眼,0,
1101,201106477,北海道,札幌市,こなり整形外科・内科クリニック,コナリセイケイゲカ・ナイカクリニック,無床診療所,北海道札幌市中央区南9条西7丁目2-26,,43.047802,141.348533,011-511-2277,医療法人社団承栄会,内;整;リハ,0,
1101,201011461,北海道,札幌市,おく医院,オクイイン,無床診療所,北海道札幌市中央区南9条西13丁目,,43.047699,141.338678,011-561-2826,,内;小,0,
1101,201102668,北海道,札幌市,医療法人社団さっぽろ幌西クリニック,イリョウホウジンシャダンサッポロコウサイクリニック,無床診療所,北海道札幌市中央区南9条西15丁目3-30,,43.046724,141.334895,011-551-3315,医療法人社団さっぽろ幌西クリニック,内;神内;リウ;整;リハ;放,0,
1101,201106709,北海道,札幌市,医療法人社団竹田眼科,イリョウホウジンシャダンタケダガンカ,無床診療所,北海道札幌市中央区南9条西21丁目5番20号,,43.045796,141.323894,011-513-1000,医療法人社団竹田眼科,眼,0,
1101,201106895,北海道,札幌市,医療法人社団明日佳札幌健診センター,イリョウホウジンシャダンアスカサッポロケンシンセンター,無床診療所,北海道札幌市中央区南10条西1丁目1-30,ホテルライフォート札幌5階,43.047005,141.357163,011-531-2226,医療法人社団明日佳,内;婦,0,
1101,201111361,北海道,札幌市,中橋内科クリニック,ナカハシナイカクリニック,無床診療所,北海道札幌市中央区南10条西21丁目7-17,,43.045229,141.32458,011-561-3330,医療法人社団札幌循環器クリニック,内;循内,0,
1101,201103984,北海道,札幌市,田代内科呼吸器科クリニック,タシロナイカコキュウキカクリニック,無床診療所,北海道札幌市中央区南11条西8丁目2-1,ドミ16中島公園1階,43.0453,141.34818,011-561-2511,,内;呼内,0,
1101,201104271,北海道,札幌市,高岡レディースケアクリニック,タカオカレディースケアクリニック,無床診療所,北海道札幌市中央区南11条西13丁目2-3,,43.044555,141.339289,011-562-2882,,産;婦,0,
1101,201011155,北海道,札幌市,医療法人社団今井内科小児科医院,イリョウホウジンシャダンイマイナイカショウニカイイン,無床診療所,北海道札幌市中央区南11条西18丁目1-25,,43.044399,141.329701,011-561-3627,医療法人社団今井内科小児科医院,内;小,0,
1101,201104718,北海道,札幌市,土田内科・循環器科クリニック,ツチダナイカ・ジュンカンキカクリニック,無床診療所,北海道札幌市中央区南11条西21丁目4-33,,43.044082,141.324966,011-512-2020,,内;循;リハ,0,
1101,201108295,北海道,札幌市,上城クリニック,カミジョウクリニック,無床診療所,北海道札幌市中央区南12条西6丁目1-20,サンピア中島公園東棟413,43.043711,141.350983,080-5060-6811,,麻,0,
1101,201010565,北海道,札幌市,西線医院,ニッセンイイン,無床診療所,北海道札幌市中央区南12条西15丁目3-1,,43.043069,141.335912,011-561-8507,,内;泌,0,
1101,201010552,北海道,札幌市,廣瀬医院,ヒロセイイン,無床診療所,北海道札幌市中央区南13条西20丁目1-11,,43.041156,141.329363,011-561-8685,,内;小,0,"休止
H19.10.31～"
1101,201102990,北海道,札幌市,医療法人社団啓明眼科,イリョウホウジンシャダンケイメイガンカ,無床診療所,北海道札幌市中央区南13条西21丁目3-18,,43.040227,141.328327,011-561-5500,医療法人社団啓明眼科,眼,0,
1101,201114115,北海道,札幌市,医療法人社団円山公園内科啓明クリニック,イリョウホウジンシャダンマルヤマコウエンナイカケイメイクリニック,無床診療所,北海道札幌市中央区南13条西22丁目2-3,,43.039909,141.329363,011-530-5566,医療法人社団円山公園内科,内;小,0,
1101,201101951,北海道,札幌市,みたに胃腸内科,ミタニイチョウナイカ,無床診療所,北海道札幌市中央区南13条西22丁目2-11,,43.040017,141.327719,011-530-1522,医療法人みたに胃腸内科,内;消内;胃内,0,
1101,201104789,北海道,札幌市,たかはし耳鼻科クリニック,タカハシジビカクリニック,無床診療所,北海道札幌市中央区南14条西6丁目5-16,行啓グランドハイツ2F,43.041117,141.351061,011-521-3317,,アレ;耳,0,"休止
H29.11.1～"
1101,201109742,北海道,札幌市,行啓通りかこクリニック,ギョウケイドオリカコクリニック,無床診療所,北海道札幌市中央区南14条西8丁目5-1,クリオ行啓通壱番館1階,43.040961,141.348756,011-596-9500,,内,0,
1101,201014710,北海道,札幌市,医療法人社団はせ小児科クリニック,イリョウホウジンシャダンハセショウニカクリニック,無床診療所,北海道札幌市中央区南14条西18丁目4-3,,43.03958,141.330541,011-532-5151,医療法人社団はせ小児科クリニック,小,0,
1101,201113381,北海道,札幌市,医療法人新産健会旭ヶ丘在宅クリニック,イリョウホウジンシンサンケンカイアサヒガオカザイタククリニック,無床診療所,北海道札幌市中央区南14条西18丁目6番22号,,43.03998,141.328877,011-839-3700,医療法人新産健会,内,0,
1101,201102466,北海道,札幌市,医療法人社団伏見啓明整形外科札幌骨粗鬆症クリニック,イリョウホウジンシャダンフシミケイメイセイケイゲカサッポロコツソショウショウクリニック,無床診療所,北海道札幌市中央区南14条西19丁目1-1,,43.039722,141.328041,011-563-8400,医療法人社団伏見啓明整形外科札幌骨粗鬆症クリニック,リウ;整;リハ,0,
1101,201112515,北海道,札幌市,啓明旭山皮フ科,ケイメイアサヒヤマヒフカ,無床診療所,北海道札幌市中央区南14条西19丁目1番39号,,43.039197,141.327069,011-533-7670,田中智,皮,0,
1101,201014837,北海道,札幌市,医療法人社団新井田医院,イリョウホウジンシャダンニイダイイン,無床診療所,北海道札幌市中央区南15条西7丁目2-1,,43.039889,141.350675,011-511-9009,医療法人社団新井田医院,内;人工透析内科,0,
1101,201102277,北海道,札幌市,医療法人山美会札幌山鼻整形外科,イリョウホウジンサンビカイサッポロヤマハナセイケイゲカ,無床診療所,北海道札幌市中央区南15条西11丁目1-3,,43.039683,141.343423,011-513-3030,医療法人山美会札幌山鼻整形外科,リウ;整;リハ,0,
1101,201103362,北海道,札幌市,医療法人社団千風会ちあき内科・呼吸器科クリニック,イリョウホウジンシャダンセンプウカイチアキナイカ・コキュウキカクリニック,無床診療所,北海道札幌市中央区南15条西11丁目1-5,唯ビル2階,43.039597,141.343487,011-522-3777,医療法人社団千風会,内;呼,0,
1101,201104532,北海道,札幌市,医療法人藻友会札幌いしやまクリニック,イリョウホウジンソウユウカイサッポロイシヤマクリニック,無床診療所,北海道札幌市中央区南15条西11丁目2-1,,43.039392,141.343253,011-551-2241,医療法人藻友会札幌いしやま病院,肛門外科;内視鏡外科,0,
1101,201114245,北海道,札幌市,医療法人藻友会いしやま形成外科クリニック,イリョウホウジンソウユウカイイシヤマケイセイゲカクリニック,無床診療所,北海道札幌市中央区南15条西11丁目1241-7,,43.040059,141.349792,011-530-1480,医療法人藻友会札幌いしやま病院,形,0,
1101,201107520,北海道,札幌市,やまはな野村内科クリニック,ヤマハナノムラナイカクリニック,無床診療所,北海道札幌市中央区南15条西14丁目1-22,マックスバリュ南15条店2階,43.039486,141.337352,011-520-3360,,内,0,
1101,201104587,北海道,札幌市,やまはな皮フ科クリニック,ヤマハナヒフカクリニック,無床診療所,北海道札幌市中央区南15条西14丁目1-22,マックスバリュ南15条店2階,43.039486,141.337352,011-532-1158,医療法人社団つばさ会,皮,0,
1101,201109973,北海道,札幌市,あたご耳鼻咽喉科,アタゴジビインコウカ,無床診療所,北海道札幌市中央区南15条西19丁目1番7号,緑新興産ビル2階,43.038064,141.329713,011-522-3387,,耳,0,
1101,201014299,北海道,札幌市,あんざい内科クリニック,アンザイナイカクリニック,無床診療所,北海道札幌市中央区南16条西7丁目2-15,,43.038078,141.350169,011-511-9073,,内;消内,0,
1101,201113479,北海道,札幌市,電車通りレーザー美容クリニック,デンシャドオリレーザービヨウクリニック,無床診療所,北海道札幌市中央区南19条西6丁目1-1,グローバルビル2F,43.035554,141.351742,011-211-1489,,麻;美容皮膚科,0,
1101,201100286,北海道,札幌市,医療法人社団伏見内科,イリョウホウジンシャダンフシミナイカ,無床診療所,北海道札幌市中央区南19条西14丁目1-4,,43.033931,141.338865,011-513-2430,医療法人社団伏見内科,内,0,
1101,201112111,北海道,札幌市,伏見西線いしかわ眼科,フシミニシセンイシカワガンカ,無床診療所,北海道札幌市中央区南20条西14丁目1番20号,,43.032465,141.337721,011-211-5536,,眼,0,
1101,201107719,北海道,札幌市,きちかわクリニック,キチカワクリニック,無床診療所,北海道札幌市中央区南20条西14丁目1573番8,,43.032562,141.337904,011-518-5257,医療法人良風会,整;形;美;皮,0,
1101,201111316,北海道,札幌市,ゆうしん内科クリニック,ユウシンナイカクリニック,無床診療所,北海道札幌市中央区南20条西16丁目2番1号,,43.031992,141.335496,011-552-7000,,消内;循内,0,
1101,201112528,北海道,札幌市,医療法人社団碧進会はら耳鼻咽喉科,イリョウホウジンシャダンヘキシンカイハラジビインコウカ,無床診療所,北海道札幌市中央区南21条西11丁目2番3号,,43.031626,141.344426,011-839-2121,医療法人社団碧進会,耳;アレ,0,
