都道府県コード又は市区町村コード,NO,都道府県名,市区町村名,名称,名称_カナ,名称_英語,POIコード,住所,方書,緯度,経度,利用可能曜日,開始時間,終了時間,利用可能日時特記事項,料金.基本.,料金.詳細.,説明,説明_英語,アクセス方法,駐車場情報,バリアフリー情報,連絡先名称,連絡先電話番号,連絡先内線番号,画像,画像_ライセンス,URL,備考
271004,,大阪府,大阪市,大阪商工会議所,オオサカショウコウカイギショ,,,北区堂島3丁目1,,34.6947295,135.4921117,,,,,,,上段の写真：昭和35年(1960)撮影・中段の写真：平成23年撮影・下段の写真：昭和39年撮影 ◇◇ 大正14年12月に新築された大阪商業会議所は、ルネサンス様式で鉄筋コンクリート造り。2年後の昭和2年に商工会議所法が公布されて、大阪商工会議所となり、昭和8年2月には、3階部分が増築された。その後、昭和43年に、内本町橋詰町に新築移転された。跡地は、昭和57年着工の8階建の大阪電話局ビルの上に増築したという、19階建のNTTテレパーク堂島第2ビルが、平成14年に完成している。,,,,,大阪商工会議所,,,,,,文化・観光/大阪の昔と今
271004,,大阪府,大阪市,赤レンガの大阪株式取引所,アカレンガノオオサカカブシキトリヒキショ,,,中央区北浜1丁目8,,34.6913101,135.5072802,,,,,,,上段の写真：大正末期撮影・中段の写真：平成23年撮影・下段の写真：昭和17年撮影 ◇◇ 明治11年に開業し、明治27年に北浜最初の洋館に建替え、以降増築を重ねた大阪株式取引所。北浜交差点の南東角に位置し、煉瓦造の建物が商都大阪の活力を誇った。写真は、大正末期の市街地の風物をよく映して興味深い。明治期の建物老朽化のため、昭和10年4月、円形ドームをもつ鉄筋コンクリート造花崗岩貼り6階建の新市場棟に建替えられた。昭和18年日本証券取引所大阪支所、同24年大阪証券取引所となる。のち、老朽化と立会場機能不要化から、平成16年に24階建のビルに建替えられたが、北浜のランドマークであった旧証券ビルの外観は保存されている。,,,,,赤レンガの大阪株式取引所,,,,,,文化・観光/大阪の昔と今
271004,,大阪府,大阪市,市立大阪商科大学,シリツオオサカショウカダイガク,,,天王寺区烏ヶ辻2丁目6,,34.6573502,135.5250102,,,,,,,上段の写真：昭和3年(1928)頃撮影・中段の写真：平成23年撮影・下段の写真：昭和17年撮影 ◇◇ 昭和3年3月、市立高等商業学校が大阪商科大学に昇格、同年大阪市経済研究所を設置した。翌4年から貿易・金融・経営および全国初の市政科を開設し発足したが、明治44年建築の烏ヶ辻校舎は狭かったため、昭和8年に、杉本町に学舎を新築し移転した(昭和24年大阪市立大学となる)。跡地には、昭和17年に大阪逓信病院が開設され、同27年電電公社の発足に伴い公社の大阪逓信病院となる。その後、平成2年に9階建の新病院に建替えられ、平成11年には、NTT西日本大阪病院と改称された。,,,,,市立大阪商科大学,,,,,,文化・観光/大阪の昔と今
271004,,大阪府,大阪市,拡幅後の御堂筋・梅田新道,カクフクゴノミドウスジ・ウメダシンミチ,,,北区西天満4丁目・曽根崎2丁目,,34.6974892,135.5008291,,,,,,,上段の写真：昭和5年(1930)頃撮影・中段の写真：平成23年撮影・下段の写真：昭和17年撮影 ◇◇ 御堂筋の建設は、市電道路を除けば市内最初の幹線街路の建設であった。その意義は道路の機能向上ではなく、快適な都市空間の創造にあった。堂ビルから北を望む写真で、正面奥に見える梅田阪急ビル前から大江橋北詰までは、御堂筋の最初の完成区間で昭和2年に完成し、街路樹はイチョウではなくプラタナスが植えられた。その後昭和45年には、この地点から右手に分岐して新御堂筋が開通し、現在、梅田阪急ビルは超高層に建替中、西側に大阪駅前第3・4ビル、東側にフェニックスタワーなどのビルが建つ。　,,,,,拡幅後の御堂筋・梅田新道,,,,,,文化・観光/大阪の昔と今
271004,,大阪府,大阪市,難波駅前の地下鉄工事,ナンバエキマエノチカテツコウジ,,,中央区難波3丁目,,34.6656701,135.5005165,,,,,,,上段の写真：昭和8年(1933)頃撮影・中段の写真：平成23年撮影・下段の写真：昭和17年撮影 ◇◇ 地下鉄の露天掘り工事では、長さ20メートルの鋼矢板を打ち込んだため、その騒音・振動は大変なものであった。写真は心斎橋−難波間の延長工事で、昭和8年に着工し、同10年10月に開通した。さらに、同12年に御堂筋が開通して、都心を南北に貫く道路・地下鉄の大動脈が完成した。以降、御堂筋沿道にはビルが建ち並んでくるが、街は変化を続けており、写真右側の南街会館(昭和28年開場)は平成18年東宝南街ビルに建替えられ、写真左側にある建築家の村野藤吾設計の新歌舞伎座(昭和33年開場)は平成21年に閉場したが、平成23年現在、特徴ある連続唐破風のひさしの姿を残している。,,,,,難波駅前の地下鉄工事,,,,,,文化・観光/大阪の昔と今
271004,,大阪府,大阪市,大江橋の建設,オオエバシノケンセツ,,,北区西天満2丁目,,34.6947701,135.5011667,,,,,,,上段の写真：昭和8年(1933)頃撮影・中段の写真：平成23年撮影・下段の写真：昭和17年撮影 ◇◇ 淀屋橋と一対をなす南欧中世紀風のデザインで、橋脚上にバルコニーがつくられている。鉄筋コンクリートアーチ構造、外装は花崗岩貼りの壮麗な橋の建設が着々と進んでいる。大江橋は、淀屋橋とともにデザイン設計が公募されたもので、昭和10年4月に完成した。のち、昭和40年に、大江橋の上に堂島川を通る阪神高速道路環状線が建設され、家並みもビル街に変わっているが、大江橋は完成当時と変わらず、平成20年淀屋橋ともに重要文化財に指定された。堂島川の水質も改善されてきて、水都大阪の趣を保っている。,,,,,大江橋の建設,,,,,,文化・観光/大阪の昔と今
271004,,大阪府,大阪市,地下鉄心斎橋駅,チカテツシンサイバシエキ,,,中央区心斎橋筋1丁目,,34.6740633,135.5003979,,,,,,,上段の写真：昭和9年(1934)頃撮影・中段の写真：平成23年撮影 ◇◇ 地下鉄の各駅は、それぞれ違った様式にデザインされ、シャンデリアや壁面タイルの色も変えられた。当初は1両で走ったが、ホームは10両編成に対応できるよう計画され、エスカレーターもある豪華さに人々は目を見はった。心斎橋駅は昭和8年5月の開業時は仮駅で、写真の本駅は同9年に開業した。現在、御堂筋線は10両編成で運転されており、また、平成9年に開通した長堀鶴見緑地線心斎橋駅が接続している。,,,,,地下鉄心斎橋駅,,,,,,文化・観光/大阪の昔と今
271004,,大阪府,大阪市,地下鉄梅田駅地上入口,チカテツウメダエキチジョウイリグチ,,,北区曽根崎2丁目,,34.7009848,135.4992809,,,,,,,上段の写真：昭和8年(1933)頃撮影・中段の写真：平成23年撮影 ◇◇ 昭和初期、明るい初夏の日ざしに影を映す街路樹、和服姿の家族づれが、足どりも軽く梅田駅の入口へ向かう。道路の下を快走する地下鉄は、大阪の将来に不可欠の交通機関として計画され、半世紀後の今日、文字どおり都市交通の主役となった。昭和8年の開通間もない、写真の梅田駅出入口は南向きに撮られているが、同じ場所の現在の新阪急ビル前の地下街・ホワイティうめだの出入口は、当時とは出入口が南北反対向きになっている。,,,,,地下鉄梅田駅地上入口,,,,,,文化・観光/大阪の昔と今
271004,,大阪府,大阪市,完成した御堂筋,カンセイシタミドウスジ,,,中央区南船場3丁目,,34.6758704,135.5003474,,,,,,,"上段の写真：昭和12年(1937)撮影・中段の写真：平成23年撮影・下段の写真：昭和17年撮影 ◇◇ 阪急梅田駅前から南海難波駅前までの延長4,027メートル、幅員43.6メートルの御堂筋は、地下鉄開通4年後の昭和12年5月に全長が完成した。4列のいちょう並木としゃれた街灯、グリーンベルトに区分された高速車道と緩速車道—。都心を南北に貫く御堂筋は、近代大阪のシンボルとなった。写真は長堀通以北の景観。昭和45年、都心の幹線道路の一方通行化によって、御堂筋は南行一方通行となっている。",,,,,完成した御堂筋,,,,,,文化・観光/大阪の昔と今
271004,,大阪府,大阪市,完成した御堂筋とビル群,カンセイシタミドウスジトビルグン,,,中央区今橋3丁目,,34.6910217,135.501259,,,,,,,上段の写真：昭和12年(1937)頃撮影・中段の写真：平成23年撮影・下段の写真：昭和17年撮影 ◇◇ 御堂筋の高麗橋通付近から北を望む写真で、中央一番高いビルが昭和6年竣工の煉瓦造7階建の日本生命本店1号館、手前が2号館、左奥には大阪市庁舎も見える。瓦屋根の商家も見える中で、すでに近代大阪のビジネス街の中心としての景観が生まれてきている。その後、昭和13年に1号館を建替えて、鉄筋コンクリート造7階建の本館第1期が完成した。その後、昭和29年に本館の外壁を御影石貼りとし、同34年に煉瓦造の2号館を建替えて9階建の南館を建築、さらに、同37年には、本館北側に増築して白亜の重厚な本館全体が完成した。,,,,,完成した御堂筋とビル群,,,,,,文化・観光/大阪の昔と今
271004,,大阪府,大阪市,建設進む天守閣,ケンセツススムテンシュカク,,,中央区大阪城,,34.6871593,135.5258423,,,,,,,"上段の写真：昭和5年(1930)頃撮影・中段の写真：平成23年撮影・下段の写真：昭和17年撮影 ◇◇ ほぼ鉄骨が組みあがって、全容を見せはじめた天守閣。総重量1万1,000トンと推計される天守閣の重量が、石垣にほとんど負担をかけないという特殊工法が使われ、建築学的にも注目を集めた。大阪城天守閣は、市民の募金をもとに、大坂夏の陣図屏風などを参考に豊臣期の姿を復興、昭和6年11月に、鉄骨鉄筋コンクリート造8階建天守閣の再建が完成した。のち、老朽化が進んだため、耐震補強工事や外観のリニューアル、車椅子用エレベーターの新設など、平成の大改修と呼ばれる全面改修が行われ、平成9年3月に完成した。",,,,,建設進む天守閣,,,,,,文化・観光/大阪の昔と今
271004,,大阪府,大阪市,電気科学館,デンキカガクカン,,,西区新町1丁目4,,34.6756355,135.4972832,,,,,,,上段の写真：昭和12年(1937)撮影・中段の写真：平成23年撮影・下段の写真：昭和17年撮影 ◇◇ 電気事業市営10周年を記念し、科学知識の向上と電気利用の普及を目的に、昭和12年3月、四つ橋に市立電気科学館が完成、最新の技術を導入した展示と星の動きをドームに映すプラネタリウムが人気を博した。1階には市電の店という電化製品の陳列所がつくられた。平成元年、中之島に新たに市立科学館が開設されることになって、電気科学館は閉鎖となり、その後は市立中央図書館の建替えに伴い、平成4～8年仮設図書館として利用後、平成10年に取り壊された。跡地には、ホワイトドームプラザというホテルが建設されている。,,,,,電気科学館,,,,,,文化・観光/大阪の昔と今
271004,,大阪府,大阪市,大阪市電気局庁舎,オオサカシデンキキョクチョウシャ,,,西区九条南1丁目12,,34.6699254,135.4739275,,,,,,,上段の写真：昭和12年(1937)撮影・中段の写真：平成23年撮影・下段の写真：昭和17年撮影 ◇◇ 昭和5年3月、西区境川に完成した大阪市電気局庁舎、鉄筋コンクリート5階建ての重厚な建物である。昭和17年に、電気局の配電事業が関西配電に移管され、昭和20年交通局と改称されて交通局庁舎となった。そののち、大阪ドームを核とする岩崎橋地区土地区画整理事業の施行に伴って、老朽化した庁舎を建替えることとし、平成16年、庁舎の隣に鉄骨鉄筋コンクリート造17階建の交通局新庁舎を建て、旧庁舎跡には、平成19年に鉄筋コンクリート造8階建の消防局新庁舎・西消防署併設施設を建設している。,,,,,大阪市電気局庁舎,,,,,,文化・観光/大阪の昔と今
271004,,大阪府,大阪市,市立美術館,シリツビジュツカン,,,天王寺区茶臼山町1,,34.6503615,135.5104386,,,,,,,上段の写真：昭和11年(1936)撮影・中段の写真：平成23年撮影・下段の写真：昭和17年撮影 ◇◇ 市立美術館の開設は大正年間に計画され、住友家から寄付を受けた天王寺茶臼山本邸の敷地に建設することになった。昭和2年度に着工したが、財政事情や室戸台風のため工期が延び、同11年5月に完成開館し、落成記念展は帝国美術院展であった。地上3階・地下2階からなる本館地下には、付設の美術研究所がある。その後、昭和54年に全面改修整備を行い、平成4年、正面玄関前広場の地下部分に地下展覧会室を増設し、同17年には人にやさしいまちづくり事業によるスロープ整備などを行っている。,,,,,市立美術館,,,,,,文化・観光/大阪の昔と今
271004,,大阪府,大阪市,大阪歌舞伎座,オオサカカブキザ,,,中央区千日前2丁目10,,34.6666801,135.5026401,,,,,,,上段の写真：昭和7年(1932)頃撮影・中段の写真：平成23年撮影・下段の写真：昭和17年撮影 ◇◇ 大阪歌舞伎座は、正面に巨大な丸窓のついた7階建、3、000人収容の近代劇場で、昭和7年10月のこけら落とし興行は、中村雁治郎・福助・魁車に東京の市村羽左衛門らが加わる東西大歌舞伎で大阪市中をわかせた。歌舞伎の上演とともに、6階にはアイススケート場を併設した。その後、昭和33年に、御堂筋に新歌舞伎座が開場して、歌舞伎座は閉鎖・改装されて、千日デパートが開業するが、同47年の千日デパート火災の惨事後に取り壊される。同59年にプランタンなんばが開業、業態転換ののち平成12年閉店し、同13年にビックカメラが開店した。,,,,,大阪歌舞伎座,,,,,,文化・観光/大阪の昔と今
271004,,大阪府,大阪市,大軌ビルディング,ダイキビルディング,,,天王寺区上本町6丁目1,,34.6655951,135.5200677,,,,,,,上段の写真：大正15年(1926)撮影・中段の写真：平成23年撮影・下段の写真：昭和17年撮影 ◇◇ 大正15年、上本町6丁目に完成した大阪電気軌道のターミナルビル。地下から3階までが三笠屋百貨店で、昭和11年に直営の大軌百貨店となる。その後、関急百貨店、昭和23年近鉄百貨店上本町店、同44年上本町近鉄百貨店と改称した。さらに昭和48年には、12階建の上本町ターミナルビル・上本町近鉄百貨店の増築整備が完成し、同60年には21階建の都ホテル大阪も開業した。さらに、平成22年、南側の上本町YUFURA(商業施設・オフィス・新歌舞伎座等)の開業にあわせて、百貨店の全館リニューアルも完成している。,,,,,大軌ビルディング,,,,,,文化・観光/大阪の昔と今
271004,,大阪府,大阪市,大丸とそごう百貨店,ダイマルトソゴウヒャッカテン,,,中央区心斎橋筋1丁目,,34.673479,135.5008042,,,,,,,上段の写真：昭和10年(1935) 頃撮影・中段の写真：平成23年撮影・下段の写真：昭和17年撮影 ◇◇ 大丸・そごうは、ともに心斎橋筋の代表的な老舗であるが、御堂筋に面して、大丸は、昭和8年に建築家のヴォーリズ設計の7階建の御堂筋側増築が完成、そごうは、同10年に建築家の村野藤吾設計の鉄骨鉄筋コンクリート造8階建の新館が完成。デザイン・色彩ともに対照的な百貨店ビルが壮麗な姿を競い、新しい都市景観をつくり出した。のち、そごう大阪店は、平成12年に閉店となり同15年取壊されたが、再生を図るため平成17年、14階建のそごう心斎橋本店を新築した。しかし、同21年に再び閉店となり、心斎橋におけるそごうの歴史を閉じ、大丸に売却され大丸心斎橋店北館となっている。,,,,,大丸とそごう百貨店,,,,,,文化・観光/大阪の昔と今
271004,,大阪府,大阪市,高島屋百貨店,タカシマヤヒャッカテン,,,中央区難波5丁目1,,34.6647125,135.5009821,,,,,,,上段の写真：昭和7年(1932)撮影・中段の写真：平成23年撮影・下段の写真：昭和17年撮影 ◇◇ 高島屋は、明治31年に大阪店を開き、心斎橋支店・長堀店を経て、昭和5年に、南海ビルディング(南海電鉄難波ターミナル)に進出、昭和7年には7階建ビル全体が完成し全館オープンした。以来、難波の高島屋として御堂筋正面の位置を占めている。そののち、昭和53～55年のなんばCITY開業、難波駅の改造などに伴う改装等を行ってきた。さらに、平成23年には、9階建の東館事務所を店舗に改装して増床している。,,,,,高島屋百貨店,,,,,,文化・観光/大阪の昔と今
271004,,大阪府,大阪市,新大阪ホテル,シンオオサカホテル,,,北区中之島3丁目2,,34.69328,135.49469,,,,,,,上段の写真：昭和10年(1935)撮影・中段の写真：平成23年撮影・下段の写真：昭和17年撮影 ◇◇ 市内最初の洋式ホテルは、明治初年に川口居留地内にできた外国人止宿所・自由亭ホテルが、同14年に中之島に支店を進出、後に大阪ホテルとなったのが草分けの時代。商都大阪の発展とともに本格的なホテルが要望され、昭和10年1月に、西の迎賓館といわれた鉄骨鉄筋コンクリート造8階建の新大阪ホテルが誕生した。のち、昭和48年に閉鎖し取り壊され、跡地は、昭和52年建築の13階建の住友中之島ビルとなっている。,,,,,新大阪ホテル,,,,,,文化・観光/大阪の昔と今
271004,,大阪府,大阪市,新世界通天閣と恵美須通,シンセカイツウテンカクトエビスドオリ,,,浪速区恵美須東1丁目,,34.6533222,135.5059731,,,,,,,上段の写真：大正9年～昭和初期撮影・中段の写真：平成23年撮影・下段の写真：昭和17年撮影 ◇◇ 明治45年7月にオープンした新世界・ルナパーク。そのシンボルである通天閣にネオンサインが輝き、恵美須通の鈴蘭灯に灯がともり、人々をひきつける盛り場に夜が訪れる。大正9年にライオン歯磨きのネオンが設置された。ルナパークは大正12年閉鎖され、跡地は興行街になる。当時日本一の高さを誇った通天閣は、昭和18年火災によって脚部が焼損し、鉄材の戦時供出のため、翌年解体されて姿を消す。そののち、新世界の商店主たちの熱意によって、昭和31年10月、東京タワーと同じ内藤多仲設計による、高さ103mの2代目通天閣が、初代の少し北側の位置に再建された。以来、新世界のランドマークとして親しまれつづけ、のち、平成13年にリニューアルされている。,,,,,新世界通天閣と恵美須通,,,,,,文化・観光/大阪の昔と今
271004,,大阪府,大阪市,道頓堀の夜景,ドウトンボリノヤケイ,,,中央区道頓堀1丁目,,34.6688814,135.5013055,,,,,,,上段の写真：昭和10年(1935)頃撮影・中段の写真：平成23年撮影 ◇◇ 道頓堀の夜景はミナミの象徴で、数ある大阪の歌でも最も多く登場する。「赤い灯 青い灯 道頓堀の…」ではじまる道頓堀行進曲は、昭和3年に生まれた。なかでも、その代表格が「グリコの看板」。道頓堀川の戎橋そばに、初めてグリコのネオン塔ができたのは昭和10年。高さ33mのネオン塔には、トレードマークのランナーとグリコの文字が浮かび、一躍ミナミの名物に。戦時中に鉄材供出で撤去され、昭和30年に再建されて、以来、何度か改装されながら、大阪・道頓堀風景のシンボルとして、なくてはならない存在となっている。,,,,,道頓堀の夜景,,,,,,文化・観光/大阪の昔と今
271004,,大阪府,大阪市,廃墟の大阪陸軍造兵廠跡,ハイキョノオオサカリクグンゾウヘイショウアト,,,中央区大阪城,,34.6873636,135.5320346,,,,,,,上段の写真：昭和20～23年頃撮影・中段の写真：平成23年撮影・下段の写真：昭和28年撮影 ◇◇ 夏草の生い茂る廃墟—陸軍兵器工場の巨大な基地であった、大阪陸軍造兵廠(大阪砲兵工廠)は、昭和20年8月14日爆弾の集中攻撃による空襲で壊滅した。明治12年から続いた大阪砲兵工廠の旧名で知られるこの施設は、昭和15年に陸軍造兵廠大阪工廠から大阪陸軍造兵廠に改称された。昭和23年に接収が解除となり、廃墟の施設の撤去が開始され、同33年から大阪城公園(杉山地区)としての整備が始まった。同45年に整備が完成して、今では市民の森の樹々も見違えるほどに大きく育っている。,,,,,廃墟の大阪陸軍造兵廠跡,,,,,,文化・観光/大阪の昔と今
271004,,大阪府,大阪市,御堂筋ガスビル付近,ミドウスジガスビルフキン,,,中央区平野町4丁目,,34.6881602,135.5002376,,,,,,,上段の写真：昭和10年代撮影・中段の写真：平成23年撮影・下段の写真：昭和17年撮影 ◇◇ 大阪瓦斯ビルヂング・通称ガスビルは、昭和8年に完成した、建築家である安井武雄設計の鉄骨鉄筋コンクリート造8階建のモダニズム建築のビルとして親しまれる。連続する深い軒の線や窓の輪郭、東南角にとられた大きな曲面が外観に特徴を与えている。戦時中は、エレベーター・手すり・窓枠なども供出され、白い外壁も黒く迷彩塗装されたという。その後、大阪ガス本社事務所拡張のため、昭和41年に、建築家である佐野正一設計による北館が一体的ビルとして増築されたが、御堂筋のビル群の中でも存在感を保っている。,,,,,御堂筋ガスビル付近,,,,,,文化・観光/大阪の昔と今
271004,,大阪府,大阪市,天王寺・阿倍野ターミナル,テンノウジ・アベノターミナル,,,天王寺区悲田院町10、阿倍野区阿倍野筋1丁目1,,34.6468457,135.5135291,,,,,,,上段の写真：昭和25年(1950)撮影・中段の写真：平成23年撮影・下段の写真：昭和28年撮影 ◇◇ 国鉄天王寺駅前の風景で、右側は近鉄阿部野橋駅と百貨店である。昭和37年に8階建の天王寺ステーションビル(天王寺民衆駅)が完成し、天王寺ステーションデパートと都ホテル大阪が開業した。同40年に、ステーションビルと近鉄をつなぐ阿倍野歩道橋が完成し、同45年には交差点部の回廊式になった。のち、ステーションデパートは、平成21年にリニューアルし、同23年には天王寺ミオプラザ館に名称変更した。平成25年に阿倍野歩道橋はabenoの頭文字aを図案化した形状に架け替えられた。また、近鉄は平成26年に超高層複合ビル・あべのハルカスへ建て替えられた。,,,,,天王寺・阿倍野ターミナル,,,,,,文化・観光/大阪の昔と今
271004,,大阪府,大阪市,地下鉄の延長,チカテツノエンチョウ,,,阿倍野区昭和町1丁目,,34.6356573,135.5173801,,,,,,,上段の写真：昭和26年~27年・中段の写真：平成23年撮影・下段の写真：昭和28年撮影 ◇◇ 戦時に中断していた地下鉄1号線の延長工事を再開、昭和26年に天王寺～昭和町、同27年に昭和町～西田辺間が開通した。資材不足と資金難で、トンネル上部の構築をあとに残したため、青空地下鉄と呼ばれた。その後、昭和33年に、あびこ筋の掘割区間の覆蓋工事を行うとともに、同35年には、西田辺～我孫子間が開通した。さらに、同62年に、我孫子～中百舌鳥間5kmの延長が完成し、堺市に中百舌鳥検車場が開設された。,,,,,地下鉄の延長,,,,,,文化・観光/大阪の昔と今
271004,,大阪府,大阪市,大阪市編入を祝う「みおつくし」,オオサカシヘンニュウヲイワウ「ミオツクシ」,,,平野区加美南1丁目9,,34.6241835,135.5698615,,,,,,,上段の写真：昭和30年(1955)撮影・中段の写真：平成23年撮影・下段の写真：昭和35年撮影 ◇◇ 昭和30年4月3日、大阪市編入を記念して加美南部小学校の児童たちが校庭に集まって描いた「みおつくし」。隣接6ヵ町村が合併されたうちの、加美村の加美南小学校の様子だが、当時、大阪市への編入を待ち望んでいたことの率直な現われと言えるのだろう。大阪市にとっても、昭和30年代は急激な都市化の進展の時期にあたり、加美地域でも、この時期から多くの市営住宅が建てられるなど、編入された町村も大きな変化を迎えていくことになった。,,,,,大阪市編入を祝う「みおつくし」,,,,,,文化・観光/大阪の昔と今
271004,,大阪府,大阪市,難波駅前の地下街建設,ナンバエキマエノチカガイケンセツ,,,中央区難波5丁目,,34.6651555,135.501329,,,,,,,上段の写真：昭和31年(1956)撮影・中段の写真：平成23年撮影 ◇◇ 昭和31年にナンバ地下センターの建設が始まり(写真左側は南街会館)、同32年12月完成オープン。大阪初の本格的な地下街の出現であった。その後、ウメダ、アベノなど次々に地下街が建設されていく。のち、ナンバ地下センターも、昭和49年に、南側への延伸とともに、100日間全店休業して全面改装し、「なんなんタウン」と改称してオープンした。さらに平成18年に、全面リニューアルして、「NAMBAなんなん」と改称オープンした。,,,,,難波駅前の地下街建設,,,,,,文化・観光/大阪の昔と今
271004,,大阪府,大阪市,平田の渡し,ヘイタノワタシ,,,東淀川区大道南1丁目、旭区太子橋1丁目,,34.7378616,135.5502342,,,,,,,"上段の写真：昭和44年(1969)撮影・中段の写真：平成23年撮影・下段の写真：昭和45年撮影 ◇◇ 淀川の平田の渡しは、昭和23年に大阪市の直営となり、昭和35年には21人乗りの発動機船、同38年には36人乗りの新造船を就航させ、最盛期には1日3,000人の乗客を運ぶ市民の足であった。その後、万博関連事業として昭和45年3月に、豊里大橋が開通したのに伴って、300年の歴史をもつ、淀川最後の平田の渡しは姿を消した。豊里大橋は、幅員19.5m・橋長561mの本格的な斜張橋で、上下2段のケーブル配置が採用されており、同58年からはライトアップも行われている。",,,,,平田の渡し,,,,,,文化・観光/大阪の昔と今
271004,,大阪府,大阪市,焼跡に出現した飛行場,ヤケアトニシュツゲンシタヒコウジョウ,,,西区靭本町1・2丁目,,34.6856166,135.4947473,,,,,,,上段の写真：昭和27年(1952)撮影・中段の写真：平成23年撮影・下段の写真：昭和28年撮影 ◇◇ 昭和20年、靱の戦災跡に軍用飛行場が設けられ、戦後、四つ橋筋から西の焼野原一面が進駐軍に接収され、滑走路約700mの小型飛行機発着場となっていた。昭和27年に接収解除されたため、飛行場跡を、失業対策事業により公園として整備を進め、同30年10月に、花壇や噴水・グランド・テニスコート・遊具などが整備された靱公園が開園した。のち靱公園は、平成7年に5000人収容のセンターコートなどをもつ靱テニスセンターが整備され、同8年にはバラ園も整備された。,,,,,焼跡に出現した飛行場,,,,,,文化・観光/大阪の昔と今
271004,,大阪府,大阪市,杭全町踏切,クマタチョウフミキリ,,,東住吉区今林3丁目,,34.6375313,135.538584,,,,,,,上段の写真：昭和30年代撮影・中段の写真：平成23年撮影・下段の写真：昭和39年撮影 ◇◇ 道路交通の安全確保と渋滞解消のため、市内の主要踏切りの立体化が推進された。写真は国鉄関西本線の杭全町踏切で、まだ蒸気機関車が走っている。その後、昭和42年に、関西本線の天王寺～平野間が高架化され、開かずの踏切として有名だった杭全踏切はようやく消えることになった。さらに同43年に、すぐ南の五差路の杭全交差点に回廊式の杭全歩道橋も設置され、自動車交通の利便は大きく向上したが、一方で最近は、五差路交差点に起因する、自転車利用者にとっての不便や危険性などが問題となっている。,,,,,杭全町踏切,,,,,,文化・観光/大阪の昔と今
271004,,大阪府,大阪市,埋立前の長堀川,ウメタテマエノナガホリガワ,,,中央区南船場2・3丁目,,34.6750622,135.5018471,,,,,,,"上段の写真：昭和35年(1960)撮影・中段の写真：平成23年撮影・下段の写真：昭和39年撮影 ◇◇ 大阪の船場と島之内を隔てる長堀川。舟運の衰退と水質汚濁進行で機能を失った河川対策として、長堀川の四つ橋以東が昭和35年～37年に埋立てられる。長堀駐車場(900台・地下駐車場)は同39年に完成し、四つ橋以西の長堀川は同41年～48年に埋立てられた。のち地下鉄長堀鶴見緑地線の計画が具体化し、平成9年、地下鉄長堀鶴見緑地線とともに、地下街・クリスタ長堀と長堀駐車場が開業した。クリスタ長堀は、堺筋までの全長730m、トップライトから自然光も採り入れて、ファッション・雑貨・グルメなどの店舗100店。新駐車場は地下3階の自走式で収容台数1,030台。",,,,,埋立前の長堀川,,,,,,文化・観光/大阪の昔と今
271004,,大阪府,大阪市,防潮堤かさ上げ工事,ボウチョウテイカサアゲコウジ,,,北区中之島2丁目,,34.6943163,135.5002591,,,,,,,上段の写真：昭和37年(1962)撮影・中段の写真：平成23年撮影・下段の写真：昭和39年撮影 ◇◇ 写真は昭和37年の、中之島堂島川左岸の大江橋西側の防潮堤かさ上げ工事。昭和36年9月16日、大阪を襲った第2室戸台風の高潮によって、堂島川の防潮堤を越えてあふれた水で、都心の中之島のビル街も浸水した。その苦い経験から、海岸から河川に至る防潮堤の全面かさ上げが行われた。かさ上げされた防潮堤によって、以後中之島は守られるが、高い護岸に囲まれ、水都の趣から遠くなる。その後、昭和61年に護岸と一体の中之島遊歩道(大江橋～渡辺橋南詰間)が完成し、その後中之島地域につながっていく。,,,,,防潮堤かさ上げ工事,,,,,,文化・観光/大阪の昔と今
271004,,大阪府,大阪市,連続機械式の住吉焼却工場,レンゾクキカイシキノスミヨシショウキャクコウジョウ,,,住之江区泉1丁目1,,34.6133067,135.4671874,,,,,,,上段の写真：昭和38年(1963)撮影・中段の写真：平成23年撮影・下段の写真：昭和39年撮影 ◇◇ 人口の回復と生活の向上で排出されるごみは急激に増加。これに対応し、昭和38年2月に全国初の連続機械式ごみ焼却施設、住吉工場を完成させた。のち、老朽化に伴い、昭和63年に加賀屋に住之江工場が完成して、住吉工場は廃止となる。跡地は現在、西南環境事業センターとして、ごみの収集・運搬・減量・美化・啓発等の事務所、ごみ収集車車庫などとなっている。,,,,,連続機械式の住吉焼却工場,,,,,,文化・観光/大阪の昔と今
271004,,大阪府,大阪市,西成区役所,ニシナリクヤクショ,,,西成区岸里1丁目5,,34.6345471,135.4941706,,,,,,,上段の写真：昭和29年(1954)撮影・中段の写真：平成23年撮影・下段の写真：昭和35年撮影 ◇◇ 区勢の発展と事務量増加で、木造の区役所庁舎の建て替えが望まれていたなかで、写真は昭和29年に完成した、戦後初の鉄筋コンクリート造りの西成区役所。のち、老朽化に伴う建替えにより、平成16年に、鉄骨鉄筋コンクリート造8階建の西成区役所新庁舎が完成した。新施設は、西成区役所・保健福祉センター・在宅サービスセンター・岸里駅自転車駐車場の複合施設となっている。,,,,,西成区役所,,,,,,文化・観光/大阪の昔と今
