都道府県コード又は市区町村コード,NO,都道府県名,市区町村名,名称,名称_カナ,名称_英語,POIコード,住所,方書,緯度,経度,利用可能曜日,開始時間,終了時間,利用可能日時特記事項,料金(基本),料金(詳細),説明,説明_英語,アクセス方法,駐車場情報,バリアフリー情報,連絡先名称,連絡先電話番号,連絡先内線番号,画像,画像_ライセンス,URL,備考,郵便番号,料金要否,駐車場_有無,利用条件_有無,利用条件_詳細,託児所_有無,託児所_詳細,画像_詳細,最終確認日
131148,36,東京都,中野区,境妙寺,キョウミョウジ,,0702a,東京都中野区上高田4-9-3,,35.712017,139.679596,,,,,,,上高田4丁目周辺の神社仏閣等が集積している一角にあります。元は日蓮宗に属していましたが、元禄11年(1698年)天台宗に改宗しました。一説には、日蓮宗不受不施派弾圧によるものと言われています。高台にあるため、境内からは堂宇を眺めると背景に大きな空が広がりとても清々しい気持ちになります。安永年間には紀伊公邸霊堂の別当に命ぜられたことから今でも、本堂の瓦には葵の紋があり、徳川家ゆかりの寺などに見られる黒門が寺門となっています。,,東京メトロ東西線「落合」駅から徒歩17分,,,,,,,,,歴史・旧跡,164-0002,,,,,,,,2020/11/18
131148,37,東京都,中野区,桜ケ池不動尊,サクラガイケフドウソン,,0702a,東京都中野区上高田4-32-3,,35.714638,139.676987,,,,,,,上高田4丁目周辺の神社仏閣等が集積している一角にあります。この辺りには昔から豊かに湧出する清水と不動様があり、村人はお不動様の清水、桜ヶ池の不動様と呼んで大切に守ってきました。江戸中期ごろから、榛名講、大山講などへの参拝のため、この清水で禊清めを行い道中の安全の祈願したとの伝承があります。現在も、豊かな清水が湧出し、多くの参拝者が訪れています。,,西武新宿線「新井薬師前」駅から徒歩11分,,,,,,,,,歴史・旧跡,164-0002,,,,,,,,2020/11/18
131148,38,東京都,中野区,上高田氷川神社,カミタカダヒカワジンジャ,,0701a,東京都中野区上高田4-42-1,,35.714741,139.676529,,,,,,,上高田4丁目周辺の神社仏閣等が集積している一角にあります。古くから上高田一円の鎮守社で、祭神は素戔嗚尊です。享徳２（1453）年に村人たちが武蔵大宮の氷川神社より勧請（かんじょう：分霊を他の神社に移すこと）したと言われています。また、現在は残っていませんが、長禄年間（1457～60）太田道灌がこの社に詣で、松一株を植栽したと伝えられています。都内でも有数の大神輿が見られる例祭日には、この土地に昔から伝わる「上高田囃子」が氏子によって奉納されています。,,西武新宿線「新井薬師前」駅南口から徒歩10分,,,,,,,,,歴史・旧跡,164-0002,,,,,,,,2020/11/18
131148,39,東京都,中野区,東光寺,トウコウジ,,0702a,東京都中野区上高田5-21-5,,35.716911,139.676193,,,,,,,上高田村に住む農民たちの菩提寺として江戸時代初期に創建されたと伝えられています。ご本尊は薬師如来です。寺院内にある寛文3（1663）年に作られた後背が舟の形をしている庚申塔は、地蔵とともに、中野区登録有形文化財となっています。また、豊島八十八ヶ所霊場87番札所となっています。,,西武新宿線「新井薬師前」駅北口から徒歩13分,,,,,,,,,歴史・旧跡,164-0002,,,,,,,,2020/11/18
131148,41,東京都,中野区,新井天神北野神社,アライテンジンキタノジンジャ,,0701a,東京都中野区新井4-14-3,,35.71476,139.666428,月火水木金土日,9:00,17:00,開始時間・終了時間は授与所受付時間を示す。,,,新井にある北野神社の御祭神は、菅原道真公と保食神です。天正年間（1573～1591）には既に新井の里の鎮守でした。11月の酉の市では縁起物の熊手などが売られるため、多くのお客さんでにぎわいます。境内には、名前や重さが刻まれた十数個の「力石」があります。娯楽が少なかった時代、祭りの日に若者たちは大きな石を持ち上げて力を競い合い、持ち上げた石に重量や姓名を刻んで奉納しました。刻まれている銘文から二拾五貫目（約93kg）～四拾八貫目余（約180kg）の石を持ち上げて奉納していたことがわかります。力くらべの行事は、単なる娯楽ではありません。力石の多くが神社の境内にあることからも本来は神事儀礼であったと考えられます。重い石を持ち上げることにより社会に一人前として認められる、当時の通過儀礼のひとつだったようです。,,西武新宿線「新井薬師前」駅から徒歩7分、JR中央・総武線・東京メトロ東西線「中野」駅から徒歩10分,,,,03-3388-0135,,,,,歴史・旧跡,165-0026,,,,,,,,2020/11/18
131148,42,東京都,中野区,新井薬師梅照院,アライヤクシバイショウイン,,0702a,東京都中野区新井5-3-5,,35.713654,139.667786,月火水木金土日,9:00,17:00,,,,新井薬師梅照院は中野区唯一の参詣寺院で、宗派は真言宗豊山派です。御本尊は、薬師如来と如意輪観音の二仏一体の黄金仏。鎌倉時代の代表的な武将・新田家代々の守護仏でした。鎌倉時代から南北朝にかけての戦乱の最中、御尊像は消えてしまいますが、天正14年（1586）に梅の木の穴から発見されました。それを安置するために新たに建立されたのが、この寺院だとされています。境内にある新井薬師再建供養塔は、新井薬師の再建に尽くした住職・運樹の業績と信徒の信仰心に応えるため、安永8年（1779）に後継者の英俊が高野山延命院の引導地蔵尊を模して建立したものです。また、梅照院は、徳川二代将軍秀忠の子・和子の方が失明した時、当薬師如来に祈願して治癒したことから、治眼薬師（ちがんやくし）と呼ばれています。毎月8のつく日には縁日が開かれ、賑わいを見せています。御府内八十八ケ所霊場第71番札所となっています。,,西武新宿線「新井薬師前」駅から徒歩6分,,,,03-3386-1355,,,,https://www.araiyakushi.or.jp/,歴史・旧跡,165-0026,,,,,,,,2020/11/18
131148,43,東京都,中野区,沼袋氷川神社,ヌマブクロヒカワジンジャ,,0701a,東京都中野区沼袋1-31-4,,35.71907,139.666611,月火水木金土日,6:00,19:00,開始時間・終了時間は開門時間を示す。,,,沼袋の氷川神社は、正平年間（1346～1367）の頃、武蔵国の一の宮である埼玉県さいたま市（旧大宮市）の氷川神社から須佐之男命の分霊を奉祀したことで始まりました。太田道灌の戦勝祈願成就の古社として知られ、境内には道灌ゆかりの「道灌杉」をはじめ、御神木として祀られている「三本願い松」や福の神が一堂に会した「中野七福神」、また３回撫でると安産のご利益があると伝わる「子育て狛犬」などがあり、多くの信仰を集めています。,,西武新宿線「沼袋」駅から徒歩3分,,,,03-3386-5566,,,,,歴史・旧跡,165-0025,,,,,,,,2020/11/18
131148,44,東京都,中野区,道灌杉,ドウカンスギ,,0699a,東京都中野区沼袋1-31-4,,35.71907,139.666611,月火水木金土日,6:00,19:00,開始時間・終了時間は開門時間を示す。,,,沼袋氷川神社内にある道灌杉は、文明9(1477)年4月、太田道灌と豊島泰経が江古田原沼袋で戦った際、道灌が境内に本陣を布き、社殿の前に杉の苗木を植え勝利を祈願したことからこの名で呼ばれるようになりました。沼袋氷川神社の名物でしたが、昭和19(1944)年頃に枯れてしまいました。この木がそびえ立っていた当時の情報によると、高さ30mに達する巨樹であったようです。,,西武新宿線「沼袋」駅から徒歩3分,,,,03-3386-5566,,,,,歴史・旧跡,165-0025,,,,,,,,2020/11/18
131148,45,東京都,中野区,貞源寺,テイゲンジ,,0702a,東京都中野区沼袋2-19-28,,35.722538,139.666718,,,,,,,沼袋2～4丁目周辺に寺院等が集積している一角にあります。慶長6年（1601）年、徳川家康の信任の厚い三河国（愛知県東部）の東正寺の住職である春公上人（しゅんこうしょうにん）によって開かれた寺院です。家康が帰依していたことから、家康の天下取り後、江戸に招かれて開基しました。,,西武新宿線「沼袋」駅北口から徒歩16分,,,,,,,,,歴史・旧跡,165-0025,,,,,,,,2020/11/18
131148,46,東京都,中野区,禅定院,ゼンジョウイン,,0702a,東京都中野区沼袋2-28-2,,35.720699,139.665085,,,,,,,禅定院は沼袋2～4丁目周辺に寺院等が集積している一角にあります。南北朝時代の中期、貞治元（1362）年に開かれたと伝えられる真言宗豊山派の寺院です。山門をくぐると、区内では一番大きく樹齢600年といわれるイチョウの大木があります。また、春には色とりどりの見事な牡丹の花が見られます。御府内八十八ケ所霊場第48番札所、豊島八十八ケ所霊場第48番札所となっています。,,西武新宿線「沼袋」駅北口から徒歩3分,,,,,,,,,歴史・旧跡,165-0025,,,,,,,,2020/11/18
131148,47,東京都,中野区,百観音明治寺,ヒャッカンノンメイジデラ,,0702a,東京都中野区沼袋2-28-20,,35.722263,139.663864,,,,,,,百観音明治寺は沼袋2～4丁目周辺に寺院等が集積している一角にあります。西国霊場三十三観音、板東三十三観音、秩父三十四観音をこの地で巡ることができる様、札所の本像を模した観音石像が配置されています。これは、草野栄照尼（くさのえいしょうに）が明治天皇のご病気の平癒を祈願するために観音像を祀ったことにはじまりました。東京三十三観音第20番札所となっています。,,西武新宿線「沼袋」駅北口から徒歩11分,,,,,,,,,歴史・旧跡,165-0025,,,,,,,,2020/11/18
131148,48,東京都,中野区,清谷寺,セイコクジ,,0702a,東京都中野区沼袋3-21-7,,35.718258,139.658829,,,,,,,沼袋2～4丁目周辺に寺院等が集積している一角にあります。創建年代は不詳ですが、かつて地蔵堂屋敷だったものを一寺として興したと言われています。庭先には清谷寺の十三仏板碑は室町時代初期（1399）のもので、梵字により十三仏と菩薩が刻まれている十三仏板碑があります。石質は秩父から産出する緑泥片岩です。金剛界大日を主尊とし、右側上から胎蔵界大日・勢至・薬師・地蔵・文珠・不動、左側上から具足胎蔵界大日・阿弥陀・観音・弥勒・普賢・釈迦が刻まれ、中央に「応永六年巳卯十月十五日逆修心信結衆十敬白」と記されています。銘文から、約600年前に信仰の厚い人々が逆修供養のために造立したことがわかり、当時の民間信仰の一端が窺えます。逆修とは、造立者が生前にあらかじめ死後の供養を自ら行うこと。死後の菩提を弔う追善供養に比べて、はるかに功徳が勝っているという「七分全得」の教義に基づいたものといわれています。,,西武新宿線「沼袋」駅から徒歩8分,,,,03-3385-8425,,,,,歴史・旧跡,165-0025,,,,,,,,2020/11/18
131148,50,東京都,中野区,哲学堂公園,テツガクドウコウエン,,1003a,東京都中野区松が丘1-34-28,,35.72274,139.675598,月火水木金土日,9:00,17:00,３月から9月は8:00から18:00。10、11月は8:00から17:00。,,,妙正寺川のほとりにあり、国の名勝に指定されている文化財公園です。明治39年（1906）に哲学者の井上円了博士が、哲学をテーマに創設しました。園内には、孔子・釈迦・ソクラテス・カントを祀る「四聖堂」や、聖徳太子・菅原道真・荘子・朱子・龍樹・迦毘羅仙を祀る「六賢台」など、さまざまな古建築物があります。,,西武新宿線「新井薬師前」駅から徒歩9分,,,,,,,,,歴史・旧跡,165-0024,,,,,,,,2020/11/18
131148,51,東京都,中野区,北野神社（松が丘）,キタノジンジャ（マツガオカ）,,0701a,東京都中野区松が丘2-27-1,,35.722324,139.671371,,,,,,,松が丘の北野神社は「天満宮」とも呼ばれ、新編武蔵風土記稿にも掲載されている古い神社です。御祭神は菅原道真公で、学業成就、合格祈願、五穀豊穣、子孫繁栄などの御利益があるとされています。この神社では昔から「おびしゃ」（御歩射、備射）が行われてきました。弓で的を射てその年の農作物の豊凶を占う、春の神事です。いつ頃からか直会の宴（神事の最後に参加者全員で供物を飲食する行事）のような色合いが濃くなり、大正時代には日光の「強飯式」（山伏が大盛りにしたご飯を食べる行事）に似た行事に変わったそうです。2月の初午の日と秋の例祭の2回行われ、当番と両隣りの家が本膳を用意し、大人は祝いのうたを歌い、子どもは豊年祈願の文章を読むのが恒例でした。現在では行われなくなり、伝統を語る古老も少なくなってしまいました。,,西武新宿線「新井薬師前」駅から徒歩12分,,,,03-3338-7538,,,,,歴史・旧跡,165-0024,,,,,,,,2020/11/18
131148,52,東京都,中野区,江古田古戦場の碑,エゴタコセンジョウノヒ,,0609a,東京都中野区松が丘2-35,江古田公園内,35.723732,139.670898,,,,,,,"哲学堂公園から野方6丁目に至る新青梅街道沿い一帯で、享徳の乱（1454～1482）の最中の文明9年（1477）、太田道灌、豊嶋泰経らが激しい合戦を繰り広げました。この合戦がおきたことを示す碑が、江古田公園に建っています。享徳の乱は、古くからの豪族に支持された関東公方足利成氏と、太田氏が仕える関東管領上杉氏とが対立する中、結城・武田氏により管領上杉憲忠が殺害されたことがもとで起きました。この乱で関東は二分されました。そのとき江戸城を根拠地とした道灌は、武蔵国の領主たちを支配下にまとめて戦を有利に進める重要な役割を果たします。ここでの合戦は武蔵野を開発してきた豊嶋氏に代わり、太田氏が武蔵野支配を確立する上で大きな意味を持っていました。",,西武新宿線「沼袋」駅から徒歩13分,,,,,,,,,歴史・旧跡,165-0024,,,,,,,,2020/11/18
131148,53,東京都,中野区,整地碑,セイチヒ,,0613a,東京都中野区松が丘2-36,,35.723652,139.669266,,,,,,,"写真の碑は、区画整理組合が河川改修、道路整備、土地、耕地の交換による区画整理などの事業を行った記念に建てた整地碑です。区画整理が行われたのは、「大東京市」を実現する都市計画のためです。日本資本主義が確立したといわれる日清・日露両戦争の頃に、東京の人口密集化と郊外の市街化に拍車がかかりました。特に関東大震災以降は、東京市と隣接する近郊との連携の取れた都市計画が必要となり、区画整理が行われました。こうした東京の広がりに対して、郊外側から整備を進めて対応した農村の区画整備事業の実態がよくわかります。この事業によって江戸時代からの農村の景観は大きく変化し、街の機能を持つ東京市の近郊農村へと生まれ変わりました。",,西武新宿線「沼袋」駅から徒歩13分,,,,,,,,,歴史・旧跡,165-0024,,,,,,,,2020/11/18
131148,54,東京都,中野区,旧野方配水塔,キュウノガタハイスイトウ,,0508a,東京都中野区江古田1-3,,35.724327,139.674728,,,,,,,旧野方配水塔は、みずのとう公園内にある荒玉水道の給水場につくられた塔です。荒玉水道は関東大震災後、東京市に隣接した町村の急激な都市化による水の需要に応じるため、13の町村が合同で設立しました。塔の高さは33.6メートル、基部の直径は約18メートルの鉄筋コンクリート造り。設計は「近代上水道の父」と呼ばれた中島鋭治博士によるものです。着工は昭和2（1927）年で完成は同4年。昭和41（1966）年まで使われていました。解体計画もありましたが、災害用給水槽として平成17(2005)年まで使われ、現在は国の登録有形文化財として大切に保存されています。ドーム型の屋根が、地域の特徴ある景観をかたちづくり、江古田の水道タンク・みずの塔・給水塔などと呼ばれ、地域のランドマークとして親しまれてきた東京近郊都市化のシンボルです。,,都営大江戸線「落合南長崎」駅から徒歩14分、西武新宿線「新井薬師前」駅から徒歩15分,,,,,,,,,歴史・旧跡,165-0022,,,,,,,,2020/11/18
131148,55,東京都,中野区,蓮華寺,レンゲジ,,0702a,東京都中野区江古田1-6-4,,35.723621,139.673508,,,,,,,本尊は日朗の作とされる日蓮座像です。池上本門寺の末寺で、元は神奈川県星川村にありましたが、元文5（1740）年に現在地に移転したといわれています。境内の左側にある墓地には、哲学堂の創始者である井上円了の墓があります。その他、蓮華寺には、像の腹の中に小さな同型の像が納めてある「お腹こもり清正公」と言われる加藤清正像があり、その昔関東地方に天災地変がおこるたび、「身代わり清正公」と称して災難調服の祈願をされたと言われています。また、約7万人にのぼる女性から3本づつ提供受け、生髪を植え付けた生髪鬼子母神像（なまがみきしもじん）があります。,,西武新宿線「新井薬師前」駅から徒歩13分,,,,,,,,,歴史・旧跡,165-0022,,,,,,,,2020/11/18
131148,56,東京都,中野区,井上円了の墓,イノウエエンリョウノハカ,,2010a,東京都中野区江古田1-6-4,,35.723621,139.673508,,,,,,,江古田の蓮華寺には、井上円了の墓所があります。円了は安政5年（1858）、新潟県の寺に生まれ、哲学者・教育者として明治中頃から大正にかけ多彩な活動を繰り広げました。特に既成仏教の革新、キリスト教の批判や迷信打破の運動は、日本文化史に特筆されるものです。また哲学館（後の東洋大学）と哲学堂を創立し、円了が提唱する「護国愛理」をもとに学校教育と社会教育の振興を図りました。こうして国民道徳の普及と「考える人」の養成を目指し、国家への報恩を願ったそうです。円了は大正8年（1919）、巡回講演の旅行中に中国で病死し、蓮華寺の先々代住職と親交があったことにより当寺に葬られました。井桁の上に円形の石を置いて名前を表現した墓石は、生前の発意といわれています。,,都営大江戸線「落合南長崎」駅から徒歩13分,,,,,,,,,歴史・旧跡,165-0022,,,,,,,,2020/11/18
131148,57,東京都,中野区,東福寺,トウフクジ,,0702a,東京都中野区江古田3-9-15,,35.726639,139.667542,,,,,,,新義真言宗豊山派のお寺で、ご本尊は弘法大師の作と伝えられる不動明王です。東福寺は将軍家の御膳所（ごぜんしょ：休憩場所のこと）となったほどの格式の高い寺院で、三代将軍家光や、八代将軍吉宗が鷹狩をした時の休息場所として指定されていました。そのため旧本堂には「お成りの間」と呼ばれる一段高い部屋がありましたが、昭和40年に取り壊されてしまいました。その後、この事実を伝えるため現在は徳川将軍御膳所跡の碑が建てられています。御府内八十八ケ所霊場第2番札所となっています。,,都営大江戸線「新江古田」駅から徒歩14分,,,,,,,,,歴史・旧跡,165-0022,,,,,,,,2020/11/18
131148,58,東京都,中野区,江古田氷川神社,エゴタヒカワジンジャ,,0701a,東京都中野区江古田3-13-6,,35.726944,139.666397,,,,,,,江古田氷川神社は、寛正元年（1460）素戔嗚尊（すさのおのみこと）をここに祭ったことに始まると伝えられています。神楽殿は、弘化4年（1847）に建立され、昭和7年（1932）まで本殿として使われていました。屋根は寄棟造りで、正面は四枚立ての引違い戸が入っています。内部は床面が板張りで、天井は色彩豊かな花鳥画が描かれた格天井になっています。同神社は神楽殿の他、同じく中野区認定観光資源に認定されている江古田獅子舞が有名です。,,都営大江戸線「新江古田」駅から徒歩11分,,,,03-3386-2527,,,,,歴史・旧跡,165-0022,,,,,,,,2020/11/18
131148,59,東京都,中野区,北江古田遺跡,キタエゴタイセキ,,0601a,東京都中野区江古田3-14,,35.727409,139.665497,,,,,,,江古田の森公園の東側、つまり沼袋丘陵の東端一帯には、妙正寺川に沿って広がる低湿地遺跡の北江古田遺跡があり、縄文時代のほぼ全期の遺物が発掘されました。特に中期（約4500年前）に属する、貯蔵穴などに使われた土坑から、カゴやクルミなど貴重な遺物が出土しました。また祭祀に使われたと思われる一群の土器も注目され、その中には植物の繊維を撚ってタガをかけた、赤塗の珍しい浅鉢があります。このほかに、投網の先に付ける、土器の破片でつくったオモリ（土錘）が多量に発見されました。この時代の人々が植物や動物のほかに妙正寺川あたりの魚を獲って暮らしていたことが窺われます。,,都営大江戸線「新江古田」駅から徒歩7分,,,,,,,,,歴史・旧跡,165-0022,,,,,,,,2020/11/18
131148,60,東京都,中野区,野方第二公園西の地蔵,ノガタダイニコウエンニシノジゾウ,,0618a,東京都中野区野方2-14,野方第二公園西,35.713642,139.657043,,,,,,,住宅街の小さな公園に、右側に子育て地蔵、左に庚申塔が置かれている祠があります。この二体の石仏は以前野方2丁目56番付近にありましたが、周囲の交通が激しくなってきたので、現在地に移転したものといわれています。,,西武新宿線「野方」駅から徒歩15分,,,,,,,,,歴史・旧跡,165-0027,,,,,,,,2020/11/18
131148,61,東京都,中野区,二十三夜塔,ニジュウサンヤトウ,,0612a,東京都中野区野方3-7,,35.717831,139.657898,,,,,,,二十三夜の碑は昭和初期、このあたりで疫病がはやったことがあり、祈祷師から以前にこの地にあったはずの二十三夜塔を再建するようにとのお告げにより、建てられたものと伝えられています。これは、この地に生活する人々の間に、二十三夜講（人々が集い、飲食を共にしながら十三夜の月を待ち無病息災を祈る行事）の行事があったことを示すものです。碑の隣にある祠の中には、太陽と月、青面金剛、三匹の猿、にわとりなどが彫られた庚申塔があり、台石には、「右中村道左さぎのみや道」と記され道しるべの役をはたしていました。バス通りに面した、三叉路にあります。,,西武新宿線「野方」駅から徒歩13分,,,,,,,,,歴史・旧跡,165-0027,,,,,,,,2020/11/18
131148,62,東京都,中野区,野方町役場跡,ノガタマチヤクバアト,,0603a,東京都中野区野方5-3-1,,35.718525,139.653091,,,,,,,江戸末期、上・下鷺宮、上・下沼袋、新井、江古田、片山、上高田の各村は、野菜類の栽培を主とした江戸近在の農村でした。これらの村が明治22年（1889）に576戸で合併し、江戸時代の地域編成名「野方領」にちなんで野方村となりました。その後人口が増加し、関東大震災によりさらに急激に宅地化、大正13年（1924）には戸数約4000戸となり町制が敷かれました。野方の役場は村制時代には村長宅に置かれていましたが、後に町役場が設けられ、昭和4年（1929）に当時としては近代的な庁舎に建て替えられました。昭和7年（1932）に中野区制が敷かれるまで野方町役場があった場所には、「野方WIZ・野方区民活動センター」があり、中庭の隅に記念碑が建てられています。,,西武新宿線「野方」駅から徒歩3分,,,,,,,,,歴史・旧跡,165-0027,,,,,,,,2020/11/18
131148,63,東京都,中野区,大和町八幡神社,ヤマトチョウハチマンジンジャ,,0701a,東京都中野区大和町2-30-3,,35.713409,139.650879,,,,,,,大和町八幡神社の御祭神は応神天皇で、永承年間（1046～53）源義家が奥州征伐の途中に陣を敷き、石清水八幡の遥拝所（ようはいしょ）を設け軍陣祭を行った跡地を、村人たちが義家の武勇を慕い、その跡に八幡社を建立したといわれています。社内には髷（ちょんまげ）・丸髷（まるまげ）の狛犬などがあります。,,西武新宿線「野方」駅から徒歩16分,,,,,,,,,歴史・旧跡,165-0034,,,,,,,,2020/11/18
131148,64,東京都,中野区,福蔵院,フクゾウイン,,0702a,東京都中野区白鷺1-31-5,,35.720963,139.638748,,,,,,,福蔵院は真言宗豊山派の寺院で、僧頼珍が大永元年（1521）に創建したとされています。江戸時代には隣接する鷺宮八幡神社の別当寺を務めていました。御府内八十八ヶ所霊場の十四番札所です。山門をくぐった右側には、不動明王（初七日）、釈迦如来（二七日）、文珠菩薩（三七日）、普賢菩薩（四七日）など、石造の十三仏があります。この十三仏は死後の忌日をつかさどるもので、冥界で生前の審判を受ける死者の救済を願って江戸初期のころ奉られたものです。,,西武新宿線「鷺ノ宮」駅から徒歩2分,,,,03-3338-0183,,,,,歴史・旧跡,165-0035,,,,,,,,2020/11/18
131148,65,東京都,中野区,鷺宮八幡神社,サギノミヤハチマンジンジャ,,0701a,東京都中野区白鷺1-31-10,,35.721214,139.637955,,,,,,,鷺宮八幡神社の創建は康平7年（1064）。源頼義が東国平定後、鎌倉街道に面した当地に社殿を建て、八幡神の御神霊を奉祀したのが始めであると伝えられています。かつて境内には鷺が多く住んでいて、里人はこの神社を「鷺宮大明神」と呼ぶようになりました。これが一帯の地名「鷺宮」の由来になったそうです。慶安2年（1648）以降に江戸幕府から御朱印7石余を寄進されており、中野区においては唯一の、朱印を付与された神社となっています。また本殿の左手には、稲荷神社・御嶽神社・八雲神社・北野神社・粟島神社・疱瘡神社の六社が祀られている支社があります。,,西武新宿線「鷺ノ宮」駅から徒歩2分,,,,03-3338-8536,,,,,歴史・旧跡,165-0035,,,,,,,,2020/11/18
131148,66,東京都,中野区,御嶽神社,ミタケジンジャ,,0701a,東京都中野区鷺宮5-12,,35.7244,139.63208,,,,,,,鷺ノ宮駅北口から中杉通り沿いに進み、新青梅街道を左に折れ400ｍほど進むと右側に小さな祠が見えます。ここは「つげの木地蔵」と言って、昭和20(1945)年ごろまで大きなつげの木が地蔵を覆うほどに生えていたことからそのように呼ばれていたようです。新青梅街道を南西に300メートルほど向かっていくと、両側に石仏が建っている十字路にでます。右手に曲がると、すぐに御嶽神社が目に入ります。その手前脇にある地蔵には、宝暦9（1759）年銘と書かれており、施主の上鷺宮村の大野弥三郎が、子どもが育たないのでこの社を建てたといわれていることから「子育て地蔵」の名で親しまれています。,,西武新宿線「鷺宮」駅から徒歩16分,,,,,,,,,歴史・旧跡,165-0032,,,,,,,,2020/11/18
131148,67,東京都,中野区,杉山公園,スギヤマコウエン,,1003a,東京都中野区本町6-15,,35.696857,139.66713,,,,,,,"東京メトロ新中野駅のすぐそばにある公園で、青梅街道と中野通りの交差付近にあり、広さが面積約1,295㎡あります。かつて、ここは北海道開拓に携わった明治の実業家、杉山栽吉の邸宅でした。公園の一角には杉山にちなむ親子三体の「杉並地蔵尊」を彫った石碑が立てられています。",,東京メトロ丸ノ内線「新中野」駅から160m,,車いす対応トイレあり,,,,,,,自然・景観,164-0012,,,,,,,,2020/11/18
131148,68,東京都,中野区,城山公園,シロヤマコウエン,,1003a,東京都中野区中野1-44,,35.70443,139.674484,,,,,,,中野中学校やもみじやま保育園の近くにある公園です。園内は運動ができる広場と、遊具があるスペースに分かれています。遊具はブランコやすべり台、複合遊具やスプリング遊具、砂場など。たくさんの緑に囲まれているのも魅力のひとつです。,,JR中央・総武線・東京メトロ東西線「中野」駅から徒歩12分,,,,,,,,,自然・景観,164-0001,,,,,,,,2020/11/18
131148,69,東京都,中野区,紅葉山公園,モミジヤマコウエン,,1003a,東京都中野区中野2-5,,35.703854,139.671417,,,,,,,中野区による東京百年記念事業の一環としてできた公園で、なかのZERO（もみじ山文化センター）に隣接しています。大正時代は私有地で、もみじが多く植えられていたことから「紅葉山」と呼ばれており、それが公園名になっています。園内にはさまざまな樹木、遊具、池などがあり、付近には蒸気機関車の展示もあります。,,JR中央・総武線・東京メトロ東西線「中野」駅から徒歩7分,,車いす対応トイレあり,,,,,,,自然・景観,164-0001,,,,,,,,2020/11/18
131148,70,東京都,中野区,中野四季の森公園,ナカノシキノモリコウエン,,1003a,東京都中野区中野4-12;4-13,,35.709072,139.661041,,,,,,,中野4丁目の警察大学校等跡地にできた再開発地域「中野四季の都市」の中央部に位置する防災公園です。大規模災害に対応できるよう、防災施設が備わっています。近隣のオフィスビルで働く人や大学生など、さまざまな層に利用されています。「中野にぎわいフェスタ」などのイベントでは、多くの人々でにぎわいます。,,JR「中野」駅から徒歩7分,,,,,,,,,自然・景観,164-0001,,,,,,,,2020/11/18
131148,71,東京都,中野区,平和の森公園,ヘイワノモリコウエン,,1003a,東京都中野区新井3-37,,35.715572,139.662277,,,,,,,"区内でも有数の大きさを誇る防災公園です。再整備により約6,900㎡の多目的運動広場があります。また「平和の森」の園名にふさわしく公園事務所には平和資料展示室、公園西側妙正寺川沿いには広島・長崎からの記念樹も植えられています。",,西武新宿線「沼袋」駅から徒歩3分,,,,,,,,,自然・景観,165-0026,,,,,,,,2020/11/18
131148,72,東京都,中野区,新井薬師公園,アライヤクシコウエン,,1003a,東京都中野区新井4-15;5-4,,35.715527,139.666931,,,,,,,中野通りをはさんで新井4丁目と5丁目にまたがっている公園です。4丁目の敷地には大きな池があり、散歩コースに最適。5丁目の敷地は、新井薬師梅照院に隣接しています。毎年春には「中野通り桜まつり」の会場になり、また夏季に開設されるじゃぶじゃぶ池は、子どもたちに大人気です。,,西武新宿線「新井薬師前」駅から徒歩6分,,,,,,,,,自然・景観,165-0026,,,,,,,,2020/11/18
131148,73,東京都,中野区,丸山塚公園,マルヤマヅカコウエン,,1003a,東京都中野区沼袋2-40,,35.723267,139.663284,,,,,,,江古田小学校や緑野小学校の近くにある公園で、ブランコやすべり台、鉄棒などの遊具があります。夏には涼しげな木陰をつくり秋には美しく色づく大きなケヤキが、園内に立ち並んでいるのもポイントです。公園の片隅に太田道灌と豊島泰経が戦った江古田ヶ原・沼袋の戦の犠牲者を祀る豊島二百柱社があります。沼袋区民活動センター・障害者福祉会館に隣接しています。,,西武新宿線「沼袋」駅から徒歩6分,,車いす対応水飲み場あり,,,,,,,自然・景観,165-0025,,,,,,,,2020/11/18
131148,74,東京都,中野区,江古田公園,エゴタコウエン,,1003a,東京都中野区松が丘2-29;2-35,,35.723202,139.671021,,,,,,,敷地の中央に川が流れ、2つに分割された公園です。北側には広場と子ども向けの遊具があり、親子で運動することができます。南側には樹木が茂り、緑を楽しむことができます。またこの公園には江古田ヶ原・沼袋古戦場の碑が建っており、文明9年（1477）に太田道灌と豊嶋泰経らが激戦を繰り広げた場所であることが示されています。,,西武新宿線「沼袋」駅から徒歩13分,,,,,,,,,自然・景観,165-0024,,,,,,,,2020/11/18
131148,75,東京都,中野区,江原屋敷森緑地,エハラヤシキモリリョクチ,,1005a,東京都中野区江原町3-32,,35.732475,139.672562,,,,,,,目白通りから一歩入ったところに、緑豊かな散策スポットとして、江原屋敷森緑地があります。この地は江戸時代から続く旧家の庭の一部を、都市の自然的環境の保全ならびに改善、都市景観の向上を図るために設けられる都市計画緑地として中野区が整備しました。,,都営大江戸線「新江古田」駅から徒歩5分,,,,,,,,,自然・景観,165-0023,,,,,,,,2020/11/18
